gene,SW48-48h-12b1_Read_Count,SW48-48h-12b2_Read_Count,SW48-48h-12b3_Read_Count,SW48-48h-C1_Read_Count,SW48-48h-C2_Read_Count,SW48-48h-C3_Read_Count
SNORA92,20,32,17,17,24,20
SNORA93,0,0,0,0,0,0
SNORA94,4,5,5,1,2,4
SNORA95,0,0,0,0,0,0
SNORA98,0,0,0,1,0,0
SNORA99,0,0,0,0,0,0
SNORA100,1,1,1,1,1,1
SNORA103,15,10,19,12,18,15
SNORA104,439,324,324,261,297,199
SNORA105A,2,1,2,2,1,1
SNORA105B,1,1,1,1,1,1
SNORA105C,1,1,1,1,1,1
SNORA107,0,0,0,0,0,0
SNORA108,0,0,0,0,0,0
SNORA109,0,0,0,0,0,0
SNORA110,0,4,0,0,4,2
SNORA111,0,0,0,0,0,0
SNORD129,0,0,0,0,0,0
SNORD130,0,3,1,0,1,1
SNORD131,0,0,0,0,0,1
SNORD132,0,2,0,0,2,0
SNORD137,0,0,0,0,0,0
SNORD140,0,1,2,1,2,2
SNORD141A,1,1,1,1,1,1
SNORD141B,1,1,1,1,1,1
MIR2117HG,2,0,0,0,0,0
LOC106660606,21,16,31,25,23,21
MIR4432HG,0,0,0,0,0,0
MIR5689HG,0,1,2,0,1,0
LINC00680,312,261,222,298,328,265
LINC00680-GUSBP4,20,26,36,18,15,24
EGLN1P1,19,23,13,18,16,27
DUX4L43,0,0,0,0,0,0
LOC106699570,10,5,6,11,7,4
PRH1-TAS2R14,85,87,74,90,142,71
PCF11-AS1,4,4,5,7,5,6
KCNK4-TEX40,14,15,11,0,13,11
LOC106780825,0,0,0,0,0,0
BUB1B-PAK6,279,1116,249,370,275,214
GET1-SH3BGR,117,71,37,14,46,19
DUSP8P5,552,475,482,451,476,455
LOC107001062,0,0,0,0,4,4
RNU4-46P,1,1,1,1,1,1
AHCYP8,0,0,0,0,0,0
NDUFB4P4,0,0,0,0,0,0
NDUFB4P7,0,0,0,0,0,0
NDUFB4P5,0,0,0,0,0,0
NDUFB4P6,0,0,0,0,0,0
SEPTIN14P21,1,2,1,2,1,1
RPSAP65,0,0,0,0,0,0
RPSAP66,0,0,0,0,0,0
RPSAP67,0,0,0,0,0,0
RPSAP72,0,0,0,0,0,0
RPSAP74,0,0,0,1,1,0
RPSAP75,0,0,0,0,0,0
RPL12P47,0,0,0,0,2,0
MIR3142HG,0,0,0,0,0,0
RPL12P50,0,0,0,0,0,0
LAPTM4BP2,0,0,0,0,0,0
RPSAP73,0,0,0,0,0,0
DUX4L32,0,0,0,0,0,0
PCMTD1P7,0,0,0,1,1,1
TBC1D7-LOC100130357,177,170,248,157,154,124
CYP4A26P,0,0,0,0,0,0
DUX4L36,0,0,0,0,0,0
CNPY3-GNMT,9,9,1,3,2,12
DUX4L39,0,0,0,0,0,0
DUX4L40,0,0,0,0,0,0
DUX4L44,0,0,0,0,0,0
DUX4L49,0,0,0,0,0,0
PCMTD1P6,0,0,0,0,0,1
PCMTD1P8,0,0,0,0,0,1
PCMTD1P4,0,0,0,0,0,0
PCMTD1P5,2,1,1,2,2,0
SEPTIN14P2,101,57,67,44,22,50
SEPTIN14P3,18,15,19,26,28,25
SEPTIN14P4,19,9,9,26,32,9
SEPTIN14P19,24,11,20,24,32,22
SEPTIN14P5,16,12,13,21,24,18
SEPTIN14P6,16,9,10,8,15,9
SEPTIN14P7,2,1,1,3,6,2
SCTR-AS1,21,18,11,9,5,11
SEPTIN14P10,6,4,4,8,11,5
SEPTIN14P11,21,12,16,26,27,19
SEPTIN14P14,34,26,28,47,47,46
SEPTIN14P15,10,6,8,3,6,4
SEPTIN14P16,18,10,14,27,22,16
SEPTIN14P18,38,26,35,54,47,39
SEPTIN14P20,27,13,19,8,18,12
SEPTIN14P22,0,0,0,0,0,0
SEPTIN14P23,2,3,2,2,3,2
CDK2AP2P2,1,3,2,0,1,0
RNA5SP387,0,0,1,0,0,0
KRT18P64,0,0,0,0,0,0
SMURF2P1-LRRC37BP1,2699,2194,1945,2180,2172,1819
SMURF2P1,206,211,167,188,185,155
PSAT1P2,0,0,2,0,0,0
DHX40P1,344,265,260,267,277,239
ELOCP27,0,0,0,0,0,0
AOX3P-AOX2P,0,0,0,0,0,0
LINC02415,0,0,0,0,0,0
LINC01593,3,0,2,6,0,4
RNY3P15,1,1,1,1,1,1
LOC107178920,1,1,0,3,0,0
PYDC5,0,0,0,0,0,0
BOLA2-SMG1P6,855,797,670,802,798,699
SETDB2-PHF11,289,39,92,143,0,40
SCARNA21B,0,0,2,1,2,0
SCARNA18B,0,0,0,0,1,0
SNORA101A,0,0,0,0,0,0
SNORA101B,1,3,4,0,2,1
WBP1LP9,1,0,0,0,1,1
CNTNAP3P4,0,0,0,0,0,0
LINC01976,0,0,0,0,0,0
IGHVII-30-21,0,0,0,0,0,0
LOC107983949,0,8,0,5,9,11
LOC107983950,90,62,54,92,101,76
LOC107983952,0,0,0,0,0,0
ELOA3C,0,0,0,0,0,0
LOC107983958,0,0,0,0,0,0
LOC107983959,0,0,0,0,0,0
LOC107983960,0,0,0,0,0,0
LOC107983961,0,0,0,0,0,0
LOC107983963,0,0,0,0,0,0
LOC107983966,0,0,0,0,0,0
LOC107983969,0,0,0,0,0,0
LOC107983971,184,187,122,220,213,192
LOC107983974,0,0,0,0,0,0
CAPS2-AS1,0,0,0,0,0,0
LOC107983976,0,0,0,4,0,1
LOC107983979,79,73,93,91,131,89
LOC107983980,7,5,0,0,0,0
LOC107983981,0,0,0,0,0,0
LOC107983982,0,0,0,0,0,0
LOC107983983,0,0,0,0,0,0
LOC107983985,5,0,0,0,0,3
SPEM3,0,0,0,0,0,5
LOC107983989,0,0,0,0,0,0
LOC107983990,67,54,60,89,76,30
UPK3BL2,1153,1005,893,1328,1316,1132
LOC107983995,25,25,16,18,21,10
LOC107983996,0,0,0,0,0,0
LOC107983998,84,58,61,47,96,76
LINC02792,0,0,0,0,0,0
LOC107984000,12,0,7,6,0,0
LOC107984001,0,0,0,0,0,0
LINC02646,8,0,0,4,0,4
LOC107984003,0,0,0,0,0,0
LOC107984004,0,0,0,0,0,0
LOC107984005,0,0,5,0,0,0
LOC107984006,4,1,6,1,3,5
LOC107984007,4,3,2,9,6,3
LINC00415,0,0,0,0,0,0
LOC107984010,0,0,0,0,0,0
LOC107984011,12,8,6,14,13,13
LOC107984012,0,0,0,0,0,0
LOC107984013,0,0,0,0,0,0
LOC107984014,0,0,0,0,0,0
LOC107984015,0,0,0,0,0,0
LOC107984016,132,104,122,78,76,57
LOC107984017,0,0,0,0,0,0
LOC107984018,527,425,387,509,500,426
LOC107984019,18,20,17,13,20,18
LOC107984020,0,0,0,0,0,0
LOC107984021,0,2,0,0,0,0
LOC107984023,0,0,0,0,0,0
LOC107984024,0,0,0,0,0,0
LOC107984025,3,6,4,8,5,8
LINC02277,2,5,2,0,0,4
LINC02810,0,0,0,0,0,0
LOC107984029,7,0,0,0,0,10
LOC107984030,0,0,0,0,0,0
LOC107984031,0,0,3,0,0,0
LOC107984032,0,0,0,0,0,0
LOC107984034,10,11,9,12,14,12
LOC107984035,150,123,142,147,141,154
LOC107984036,76,98,117,86,81,100
LOC107984037,0,0,2,2,0,0
LOC107984040,0,0,0,0,0,0
LOC107984041,6,8,4,1,6,4
LOC107984043,4,10,6,1,3,6
LOC107984059,0,0,0,0,0,0
LOC107984063,82,71,81,91,82,80
LOC107984079,16,12,10,11,16,8
LOC107984083,0,0,0,0,0,0
LOC107984087,0,0,0,0,0,0
LOC107984088,0,0,0,0,0,0
LOC107984089,0,0,0,0,0,0
LOC107984098,0,0,0,0,0,0
LOC107984104,0,0,0,0,0,0
LOC107984109,0,0,0,0,0,0
LOC107984111,0,0,0,0,0,0
LOC107984112,23,21,35,44,64,76
LOC107984113,0,0,0,0,0,0
MIR583HG,0,0,0,0,0,0
LOC107984116,0,0,0,0,0,0
LINC02058,0,0,0,0,0,0
LOC107984118,0,0,0,0,0,0
LOC107984120,0,0,0,0,0,0
LOC107984123,0,0,0,0,0,0
LOC107984124,0,3,0,0,1,0
LOC107984126,48,34,35,49,52,35
LOC107984127,2,0,0,1,2,4
LOC107984128,87,84,80,71,80,57
LOC107984129,10,12,17,16,17,12
LOC107984130,0,0,0,4,0,3
LOC107984131,5,0,0,0,4,2
LOC107984132,0,0,0,6,10,0
LOC107984133,0,1,0,1,0,1
LOC107984135,0,0,0,0,0,0
LOC107984136,0,0,0,0,0,0
LOC107984137,0,0,0,0,0,0
LOC107984138,255,233,206,174,217,193
LOC107984139,5,7,6,13,7,7
LOC107984140,206,177,172,153,123,151
LOC107984158,95,55,51,44,42,41
LOC107984160,0,0,0,0,0,0
ARL4AP3,0,0,0,0,0,0
LOC107984162,0,0,0,0,0,0
LOC107984164,0,0,0,0,0,0
LOC107984165,2,0,0,0,0,0
LOC107984168,0,0,0,0,0,0
LOC107984169,0,0,0,0,0,0
LOC107984170,0,0,0,0,0,0
LOC107984171,18,17,8,11,17,14
LOC107984172,0,0,0,0,0,0
LOC107984173,0,0,0,0,0,0
LOC107984174,0,0,3,0,1,0
LOC107984175,0,0,0,0,0,0
LOC107984176,0,0,0,0,0,0
LOC107984177,0,0,0,0,0,0
LINC02632,0,0,0,0,0,0
LOC107984179,0,0,0,0,0,0
LOC107984180,0,0,0,0,0,0
LOC107984181,0,0,0,0,0,0
LOC107984182,0,0,0,0,0,0
LOC107984183,0,0,0,0,0,0
LOC107984184,0,2,0,0,0,0
LOC107984185,0,0,0,0,0,0
LOC107984186,0,0,0,0,0,0
LOC107984187,0,0,0,0,0,0
LOC107984188,0,0,0,0,0,0
LOC107984189,0,0,0,0,0,0
LOC107984190,0,3,0,3,2,0
LOC107984191,0,0,0,0,0,0
LOC107984192,5,23,10,15,10,13
LOC107984193,0,0,0,0,0,0
LOC107984195,0,0,0,0,0,0
LOC107984196,0,0,0,0,0,0
LOC107984197,44,39,22,18,26,22
LOC107984198,0,0,2,0,0,0
LOC107984199,0,0,0,0,0,0
LOC107984200,0,0,0,0,0,0
LOC107984201,0,0,0,0,0,0
LOC107984202,16,7,15,13,9,10
LOC107984203,0,1,3,0,2,0
LOC107984204,0,0,0,0,0,0
LOC107984205,0,0,0,0,0,0
LOC107984206,0,0,0,0,0,0
LOC107984207,0,0,0,0,0,0
LOC107984208,1,0,0,0,0,0
LOC107984209,2,0,0,0,0,4
LOC107984210,24,18,15,25,14,9
LOC107984211,5,5,4,5,11,4
LOC107984212,0,0,0,0,0,0
LOC107984213,0,0,0,0,0,0
LOC107984214,17,13,5,13,22,20
LOC107984215,0,0,0,0,0,0
LOC107984216,0,0,0,0,0,0
LOC107984217,0,0,0,0,0,0
LOC107984218,0,0,0,0,0,0
LOC107984219,4,2,2,2,4,0
LOC107984220,38,31,40,40,36,29
LOC107984221,0,0,3,0,3,0
LOC107984222,0,0,0,0,0,0
LOC107984223,0,0,0,0,0,0
LOC107984224,63,67,57,74,65,41
LOC107984225,0,0,0,0,0,0
LOC107984226,0,0,0,0,0,0
LOC107984227,20,18,9,20,13,9
LOC107984234,0,0,0,0,0,0
LOC107984235,0,0,0,0,0,0
LOC107984236,0,0,0,0,0,0
LINC02625,28,24,12,23,32,46
LOC107984238,0,0,0,0,0,0
LOC107984239,0,0,0,0,0,0
LOC107984240,0,0,0,0,0,0
LINC02640,0,0,0,0,0,0
LOC107984242,0,0,5,10,12,5
LOC107984243,107,89,83,93,94,73
LOC107984244,0,0,0,0,2,0
LOC107984245,0,0,0,0,0,0
LOC107984246,0,0,0,0,0,0
LOC107984247,1,6,0,1,1,0
LOC107984248,38,32,28,41,49,32
LOC107984249,0,0,0,0,0,0
LOC107984251,32,43,16,28,37,18
LOC107984252,0,0,0,0,0,0
LOC107984253,0,0,0,0,0,0
LOC107984254,2,3,10,0,0,2
LOC107984255,0,0,1,0,0,1
LOC107984256,0,5,0,0,0,0
LOC107984257,0,0,0,0,0,0
LOC107984258,0,0,0,0,2,0
LOC107984260,2,5,2,0,3,0
LOC107984261,91,80,98,122,135,149
LOC107984262,310,281,255,339,460,299
LOC107984263,0,3,5,0,0,0
LOC107984264,10,19,4,8,5,12
LOC107984265,3,3,2,5,0,0
LOC107984266,0,0,0,0,0,0
LOC107984268,0,0,0,0,4,0
LOC107984269,0,2,0,7,6,6
LOC107984270,0,0,0,0,0,0
LOC107984271,0,0,0,0,0,0
LOC107984272,0,0,0,0,0,0
LOC107984273,0,0,0,0,0,0
LOC107984274,0,0,0,0,0,0
LOC107984275,16,23,17,21,21,23
LOC107984276,0,0,0,0,0,0
LOC107984277,7,13,7,10,17,7
LOC107984279,0,0,0,0,0,0
LINC02666,0,0,0,0,0,0
LOC107984281,0,0,0,0,0,0
LOC107984282,7,10,7,12,7,15
LOC107984283,0,0,0,0,0,0
LOC107984284,0,0,0,0,0,0
LOC107984285,78,55,89,76,100,76
LOC107984289,205,186,165,169,205,154
LOC107984292,5,0,0,3,8,9
LOC107984293,0,0,0,0,0,0
LOC107984294,0,0,0,0,0,0
LOC107984298,10,6,14,5,19,6
LOC107984299,0,0,0,0,0,0
LOC107984301,0,3,0,0,5,0
LOC107984302,2,0,2,4,4,0
LOC107984303,0,0,0,0,0,0
LOC107984304,0,0,0,0,0,0
LOC107984307,0,0,0,0,0,0
LOC107984308,5,2,0,6,0,6
LOC107984309,0,0,0,0,0,0
LOC107984310,0,0,0,0,0,0
LOC107984311,0,0,6,0,0,3
LOC107984312,7,2,14,3,12,7
LOC107984313,0,0,0,0,0,0
LOC107984315,3,2,6,0,12,5
LOC107984316,2677,2221,2116,2485,2734,2195
LOC107984317,0,0,0,0,0,0
LOC107984318,9,9,15,21,27,22
LOC107984320,0,0,0,0,0,0
LOC107984321,0,0,0,0,0,0
LOC107984322,0,0,0,0,0,0
LOC107984323,0,0,0,0,0,0
SLC1A2-AS1,0,0,0,0,0,2
LOC107984325,7,11,6,25,13,13
LOC107984326,0,0,0,0,0,0
LOC107984328,3,0,0,4,0,6
LOC107984329,42,40,39,34,30,21
LOC107984330,0,0,0,0,0,0
LOC107984331,0,0,0,0,0,0
LOC107984333,11,13,8,12,10,6
LOC107984334,38,38,50,72,85,75
LOC107984335,0,0,0,0,0,0
LOC107984336,0,0,0,0,0,0
NRXN2-AS1,0,0,0,0,0,0
LOC107984338,8,13,18,15,12,7
LOC107984340,0,0,0,0,0,0
LOC107984341,0,0,0,0,0,0
LOC107984343,0,0,0,0,0,0
LOC107984344,0,0,0,0,0,0
SMIM38,412,231,337,158,175,218
LOC107984346,0,0,0,0,2,0
LOC107984347,117,98,100,115,139,128
PPIAP40,2,2,2,3,3,2
LOC107984350,0,0,0,0,0,0
LOC107984351,0,0,0,0,0,0
LOC107984352,0,0,0,0,1,0
LOC107984354,0,0,0,0,0,0
LOC107984356,13,10,18,12,15,8
LOC107984357,0,0,0,0,0,0
LOC107984358,0,0,0,0,0,0
LINC02761,0,0,0,0,0,0
LOC107984360,0,0,0,0,0,0
LOC107984361,0,0,4,0,2,0
LOC107984362,0,0,0,0,0,0
LOC107984363,0,0,0,0,0,0
LOC107984364,0,0,0,0,0,0
LOC107984365,0,0,0,0,0,0
LINC02723,0,0,0,0,0,0
LOC107984367,0,0,0,0,0,0
LOC107984368,0,0,0,0,0,0
LOC107984369,2,0,0,2,0,0
LOC107984370,0,0,0,0,0,0
LOC107984371,0,0,0,0,0,0
LOC107984372,0,0,0,0,0,0
LOC107984373,0,0,0,0,0,0
LOC107984374,0,0,0,0,0,0
LOC107984375,0,0,0,0,0,0
LOC107984376,0,0,0,0,0,0
LOC107984377,0,0,0,0,0,0
LOC107984378,0,0,0,0,0,0
LOC107984379,0,0,0,0,0,0
LOC107984380,0,0,0,0,0,0
LOC107984381,0,0,0,0,0,0
LOC107984382,0,0,0,0,0,0
LOC107984384,0,0,0,0,0,0
LOC107984385,0,0,0,0,0,0
LOC107984386,0,0,0,0,0,0
LOC107984387,157,123,108,102,114,110
LOC107984388,8,14,10,0,1,3
LOC107984389,0,0,0,0,0,0
LOC107984390,8,18,13,2,10,10
LOC107984391,0,0,0,0,0,0
LOC107984393,0,0,0,0,0,0
LOC107984394,0,0,0,0,0,0
CCDC84-DT,44,41,40,83,82,93
LOC107984397,7,8,5,6,7,7
LOC107984398,0,0,0,3,4,0
LOC107984399,2,0,0,0,0,0
LOC107984400,0,0,0,0,0,0
LOC107984402,0,0,0,0,0,0
LOC107984403,0,0,0,0,0,0
LOC107984404,0,0,0,0,0,0
LOC107984405,0,0,0,0,0,0
LOC107984406,6,0,7,13,0,0
LOC107984407,0,0,0,0,0,0
LOC107984408,0,0,0,0,0,0
LOC107984409,0,0,0,0,0,0
LOC107984410,0,0,0,0,0,1
LOC107984411,0,0,0,0,0,0
LOC107984412,0,0,0,0,0,0
LOC107984413,0,0,0,0,0,0
LINC02730,2,0,0,0,0,0
LOC107984416,0,0,0,0,0,1
LOC107984418,0,0,0,0,0,0
LOC107984419,0,0,0,0,0,0
LOC107984420,0,0,0,0,0,0
LOC107984421,81,61,73,60,91,74
LOC107984423,0,0,0,0,0,0
LOC107984424,0,0,0,0,0,0
LOC107984425,5,0,0,0,0,4
LINC02695,0,2,0,2,2,8
ME3-DT,64,40,31,45,91,85
LOC107984428,132,100,90,55,66,47
LOC107984429,10,11,8,4,4,4
LOC107984430,0,0,0,0,0,0
LOC107984431,0,0,0,0,0,0
LOC107984432,23,17,11,13,15,20
LOC107984433,191,121,145,157,181,169
LOC107984434,0,0,2,0,0,0
LOC107984435,0,0,0,0,0,0
LOC107984436,0,4,0,0,0,1
LOC107984437,0,0,0,0,0,0
LOC107984438,8,2,1,3,5,4
LINC02457,27,27,16,29,17,30
LOC107984440,0,0,0,0,0,0
LOC107984442,0,0,4,0,5,0
LOC107984444,4,4,0,0,0,0
LOC107984445,0,0,0,0,0,0
LINC02467,0,0,0,0,0,0
LOC107984447,0,0,0,0,0,0
LOC107984448,0,0,0,0,0,0
LOC107984449,0,0,0,0,0,0
LOC107984450,0,0,0,0,0,0
LOC107984451,4,0,0,0,10,0
LOC107984452,0,0,0,0,0,0
LOC107984455,22,17,7,27,36,23
LOC107984456,10,6,15,6,16,6
LOC107984459,252,236,298,293,319,281
LOC107984461,37,25,37,43,43,38
LOC107984462,0,0,0,0,0,0
LOC107984466,0,0,4,0,4,0
LOC107984467,0,0,0,0,0,0
LOC107984468,0,4,0,7,7,0
LOC107984469,0,0,0,0,0,0
LOC107984470,0,0,0,0,0,0
LOC107984471,0,0,0,0,0,0
LOC107984472,0,0,0,0,0,0
LOC107984473,0,0,0,0,0,0
LRRK2-DT,0,0,0,0,0,0
LOC107984475,0,0,0,0,0,0
LOC107984476,0,0,3,0,6,0
LOC107984478,0,0,0,0,0,0
LOC107984479,0,0,0,0,0,0
LOC107984480,0,0,0,0,0,0
LOC107984481,0,0,0,0,0,0
LOC107984482,0,0,0,3,0,0
LOC107984484,0,0,0,0,0,0
LOC107984485,357,280,254,282,239,269
LOC107984486,0,0,0,0,0,0
LOC107984487,0,0,0,0,0,0
LOC107984489,144,101,93,139,166,118
LOC107984492,51,25,47,34,18,28
LOC107984494,2,10,9,10,11,8
LOC107984495,12,28,7,32,26,40
LOC107984496,0,0,0,0,0,0
SULT6B2P,0,0,0,0,0,0
LOC107984498,0,0,0,0,0,0
LOC107984499,0,0,0,0,0,0
LOC107984500,0,0,1,0,2,0
LOC107984501,0,0,0,0,0,0
LINC02354,0,0,0,0,2,3
CPNE8-AS1,10,19,16,12,27,23
LOC107984505,11,9,16,11,27,21
LOC107984506,0,0,0,0,0,0
LOC107984507,0,0,0,2,0,0
LOC107984508,0,0,0,0,0,0
LOC107984509,0,0,0,0,0,0
LOC107984510,0,0,5,3,0,0
LOC107984512,0,0,0,0,0,0
LOC107984515,0,0,0,0,0,0
LOC107984516,0,0,0,0,0,0
LOC107984521,0,0,0,0,0,0
LOC107984522,9,0,0,0,0,0
LOC107984525,0,0,0,4,4,0
LOC107984526,0,0,0,0,0,0
LOC107984527,0,0,0,0,0,0
LINC02416,0,0,0,0,0,0
LOC107984529,16,20,20,20,13,14
LOC107984530,0,0,0,0,0,0
LOC107984531,0,0,0,0,0,0
LOC107984532,0,0,0,0,0,0
LOC107984533,2,0,4,0,0,0
LOC107984535,0,0,0,0,0,0
LOC107984536,0,0,0,0,0,0
LOC107984537,0,0,0,0,0,0
LINC02371,0,0,0,0,0,0
CACNA1C-IT1,8,6,0,4,6,0
LOC107984542,0,0,0,2,0,2
LOC107984543,0,0,0,0,3,0
LOC107984544,0,0,0,0,0,0
LOC107984545,0,2,0,0,0,0
LOC107984546,44,65,39,63,72,81
LOC107984547,0,0,0,0,0,0
LOC107984548,0,6,0,0,0,4
LOC107984551,0,0,0,0,0,0
LOC107984552,100,101,83,161,145,147
LOC107984553,3,0,0,0,3,4
LOC107984554,0,0,0,0,0,0
LOC107984555,0,0,0,0,0,0
LOC107984558,0,0,0,0,0,0
LOC107984559,0,0,0,0,0,0
LOC107984561,28,16,27,29,27,18
LOC107984563,0,0,0,0,0,0
LOC107984564,0,0,0,3,0,0
LOC107984566,0,0,0,0,0,0
LOC107984567,587,513,507,378,447,384
LOC107984568,0,0,0,0,0,0
LOC107984569,0,0,0,0,0,0
LINC00444,10,9,8,10,5,10
LOC107984572,0,0,0,0,0,0
LOC107984573,0,0,0,0,0,0
LOC107984574,0,0,0,0,0,0
LOC107984575,0,0,0,0,0,0
LOC107984576,6,0,5,3,0,5
LOC107984577,5,3,4,3,4,5
LOC107984578,0,0,0,0,0,0
LOC107984579,0,0,0,0,0,2
LOC107984580,0,0,2,0,0,2
LOC107984581,0,0,0,0,0,0
LOC107984582,0,0,0,0,0,0
LOC107984583,436,336,416,274,322,283
LOC107984584,0,0,0,0,0,0
LOC107984585,0,0,0,0,0,0
LOC107984587,0,0,0,0,0,0
LOC107984588,27,16,13,22,17,15
LOC107984589,0,0,0,0,0,0
LOC107984590,0,3,0,0,0,0
LOC107984591,5,5,5,3,10,2
LOC107984593,0,0,0,0,0,0
LOC107984594,0,0,0,0,0,0
LOC107984596,0,0,0,0,0,0
LOC107984597,3,0,0,0,0,0
LOC107984599,0,0,0,0,0,0
LOC107984601,0,2,0,3,0,0
LOC107984602,0,0,0,0,0,0
LOC107984604,0,0,0,0,0,0
LOC107984606,0,0,0,0,0,0
LOC107984607,0,0,0,0,0,0
LOC107984608,0,0,0,0,0,0
LOC107984609,0,0,0,0,0,0
LOC107984610,0,0,0,0,0,0
LOC107984611,0,0,0,0,0,0
LOC107984613,5,5,7,0,8,8
LOC107984615,0,0,0,0,0,0
LOC107984616,0,0,0,0,0,0
LOC107984617,0,0,2,4,8,0
LOC107984618,0,0,0,0,0,0
LOC107984619,0,0,0,0,0,0
LOC107984620,0,0,0,0,0,0
LOC107984621,0,0,0,0,0,0
LOC107984622,0,0,0,0,0,0
LOC107984624,0,0,0,0,0,0
LOC107984625,0,0,0,0,0,0
LOC107984626,0,0,0,0,0,0
LOC107984627,0,0,0,0,0,0
LOC107984628,0,0,0,0,2,0
LOC107984629,0,0,0,0,0,0
LOC107984630,0,0,0,0,0,0
LOC107984634,0,0,0,0,0,3
LOC107984635,0,0,0,0,0,0
FKBP1BP1,0,0,0,0,0,0
LINC02279,0,0,0,0,0,0
LOC107984638,22,28,17,13,22,16
LOC107984639,0,0,0,0,0,0
LBHD2,0,4,0,4,0,0
LOC107984641,4,0,4,4,0,0
LOC107984642,0,0,0,0,2,0
LOC107984643,7,0,0,8,10,6
LOC107984644,0,0,0,0,0,0
LOC107984645,0,0,0,0,0,0
LOC107984646,0,0,0,0,0,0
LOC107984647,0,0,0,0,0,0
LOC107984649,0,0,0,0,0,0
LOC107984650,0,0,0,0,0,0
LOC107984651,0,0,0,4,0,0
LOC107984652,0,0,0,0,0,0
LOC107984653,0,0,0,0,0,0
LOC107984654,0,0,0,0,0,0
LOC107984655,8,9,6,9,16,18
LOC107984656,0,4,9,2,10,8
LOC107984658,1893,1607,1473,1957,2086,1869
LOC107984659,30,22,19,20,27,24
LOC107984660,53,33,37,85,127,76
LOC107984661,0,0,0,0,0,0
LOC107984663,0,0,0,0,0,0
LOC107984664,0,0,6,0,4,0
LOC107984665,1,1,1,1,1,1
LOC107984667,104,131,80,104,118,96
LOC107984668,0,0,0,0,0,0
LOC107984669,0,0,0,0,0,0
LOC107984670,3,0,0,0,0,0
LOC107984671,0,0,0,0,0,0
LOC107984673,0,0,0,0,0,0
LOC107984674,0,0,3,0,0,0
LOC107984676,28,0,17,9,14,13
LOC107984679,0,0,0,0,0,0
LOC107984681,0,0,0,0,0,0
LOC107984682,0,0,0,0,0,0
LOC107984684,10639,7871,7051,8553,9033,7060
LOC107984685,0,0,0,0,0,0
LOC107984686,0,0,0,0,0,0
LOC107984689,0,0,0,0,0,0
LOC107984690,0,0,0,0,0,0
LOC107984691,0,0,0,0,0,0
LOC107984692,0,0,0,0,0,0
LOC107984693,0,0,0,0,0,0
LOC107984694,0,1,0,6,6,2
LOC107984695,0,0,0,0,0,0
LOC107984696,0,0,0,0,2,3
LOC107984697,0,0,0,0,3,0
LOC107984698,304,219,307,129,157,121
LOC107984699,0,0,0,0,0,0
LINC02306,0,0,0,0,0,0
LOC107984701,38,36,39,22,22,20
LOC107984702,0,0,0,0,0,0
LOC107984703,0,0,0,0,0,0
LOC107984704,0,0,0,0,0,0
LOC107984705,0,0,0,0,0,0
LOC107984706,0,0,0,0,0,0
LOC107984708,8,7,0,6,0,3
LOC107984709,7,0,0,5,6,3
LOC107984710,0,0,0,0,0,0
LOC107984711,0,0,0,0,0,0
LOC107984713,7,5,13,7,13,5
LOC107984714,0,0,0,0,0,0
LOC107984715,3,0,0,0,0,0
LOC107984716,0,0,0,0,0,0
LOC107984718,14,5,0,8,11,6
LOC107984720,0,0,0,0,0,2
LOC107984724,0,0,0,0,0,0
LOC107984725,0,0,0,0,0,0
LOC107984727,0,0,0,0,0,0
LOC107984728,0,0,0,0,0,0
LOC107984731,0,0,0,0,0,0
LOC107984732,0,0,0,0,0,0
LOC107984733,0,0,0,0,0,0
LOC107984734,0,0,0,0,0,0
LOC107984735,0,0,0,0,0,0
LOC107984736,0,0,0,0,0,0
LOC107984737,0,0,0,0,0,0
LOC107984739,0,0,0,0,0,0
LOC107984740,0,0,0,0,0,0
LOC107984741,0,4,6,3,5,0
LOC107984743,0,0,0,0,0,0
LOC107984745,0,0,0,0,0,0
LOC107984746,2,0,2,1,0,0
LOC107984747,0,0,4,4,6,2
LOC107984748,0,0,0,0,0,0
LOC107984749,52,26,32,38,59,45
LOC107984750,0,0,0,0,0,0
LOC107984751,0,0,0,0,0,0
LOC107984754,413,346,286,572,608,567
LOC107984755,0,0,2,4,4,5
LOC107984756,0,0,0,0,0,0
LOC107984757,0,0,0,0,0,0
LOC107984758,0,0,0,0,0,0
LOC107984759,0,0,0,0,0,0
LOC107984760,0,0,0,0,0,0
LOC107984761,0,0,0,0,0,0
LOC107984763,2,12,5,5,3,4
LINC02253,0,0,0,0,0,0
LOC107984766,0,0,0,0,0,0
LOC107984770,0,0,0,0,0,0
LOC107984772,0,0,0,0,0,0
LINC01852,28,31,20,37,43,35
LOC107984774,0,2,0,3,0,3
LOC107984776,0,0,0,0,0,0
LOC107984777,0,0,0,0,0,0
LOC107984778,0,0,0,0,0,0
LINC02248,0,0,0,0,0,0
LOC107984781,0,0,0,0,0,0
LOC107984782,0,0,0,0,0,0
LOC107984783,0,0,0,0,0,0
LOC107984784,0,0,0,0,0,0
LOC107984785,0,0,0,0,0,0
LOC107984787,0,0,0,0,0,0
LOC107984788,0,0,0,0,0,0
LOC107984789,0,2,7,5,7,0
LOC107984790,0,4,0,0,0,0
LOC107984791,0,6,12,6,4,14
LOC107984792,0,0,0,0,0,0
LOC107984793,0,0,0,0,0,0
