gene,SW48-48h-12b1_Read_Count,SW48-48h-12b2_Read_Count,SW48-48h-12b3_Read_Count,SW48-48h-C1_Read_Count,SW48-48h-C2_Read_Count,SW48-48h-C3_Read_Count
LOC107984794,0,0,0,0,0,0
LOC107984798,0,0,9,2,2,0
LOC107984800,0,0,0,0,0,0
LOC107984801,0,0,0,0,0,0
LOC107984802,0,0,0,0,0,0
LOC107984803,0,0,0,0,0,0
LOC107984805,0,0,4,0,6,3
LOC107984806,0,0,0,0,2,0
LOC107984807,3,3,0,0,0,0
LOC107984809,0,0,0,0,0,0
LINC02132,0,0,0,0,0,0
LOC107984812,0,0,0,0,0,0
LOC107984813,4,9,10,7,7,8
LOC107984814,65,40,60,69,75,44
LOC107984815,0,0,0,0,0,0
LOC107984816,0,0,0,0,0,0
LOC107984817,49,32,66,32,58,50
LOC107984819,0,0,0,0,0,0
LOC107984821,0,0,0,0,0,0
LOC107984822,0,0,0,0,0,0
LOC107984823,0,0,0,0,0,0
LOC107984824,0,0,0,0,0,0
LOC107984825,5,0,0,0,0,0
LOC107984826,0,0,0,0,0,0
LOC107984827,0,0,0,0,0,0
LOC107984828,2,0,0,0,0,0
LOC107984829,0,0,0,0,0,0
LOC107984830,6,2,12,11,11,16
LOC107984831,0,0,0,0,0,0
LOC107984832,0,0,0,0,0,0
LOC107984833,0,0,0,0,0,0
LOC107984834,3,0,8,4,6,0
LOC107984835,0,0,0,0,0,0
LOC107984836,115,105,101,136,167,129
LOC107984837,6,10,5,12,12,0
LOC107984839,0,0,0,6,0,3
LOC107984840,0,0,0,0,0,0
LOC107984842,0,0,0,10,9,7
LOC107984844,0,0,0,0,7,6
LOC107984850,0,0,0,0,0,0
LOC107984851,0,0,0,0,0,0
LOC107984852,36,28,23,32,49,19
LOC107984855,1,0,0,0,0,0
LOC107984856,0,0,0,0,0,0
LOC107984858,16,15,15,11,14,13
LOC107984859,8,11,11,9,12,13
LOC107984861,24,17,18,13,15,24
LOC107984862,32,14,22,21,44,41
LOC107984865,9,13,31,18,20,23
LOC107984867,4,1,0,12,4,0
LOC107984868,0,0,0,0,0,0
LOC107984869,2,0,2,4,0,0
LOC107984871,14,17,12,13,26,14
LOC107984872,9,16,6,6,17,20
LOC107984874,0,0,0,0,0,0
LOC107984875,207,138,154,162,225,189
LOC107984876,27,15,45,13,35,24
LOC107984877,21,8,7,25,19,16
LOC107984878,0,0,0,0,0,0
LOC107984880,0,0,0,0,0,0
LOC107984881,3,0,0,3,7,0
MMP2-AS1,0,0,0,0,0,0
LOC107984886,0,0,0,0,0,0
LOC107984887,0,0,0,0,0,0
LOC107984888,0,0,0,0,0,0
LOC107984889,3,0,4,13,0,5
LOC107984890,25,18,18,29,22,16
LOC107984891,0,0,0,0,0,0
LOC107984892,0,0,0,0,0,0
LOC107984893,0,0,0,0,0,0
LOC107984894,0,0,0,0,0,0
LOC107984895,66,48,57,54,70,48
LOC107984896,5,4,5,5,7,3
LOC107984897,0,0,0,0,0,0
LOC107984898,17,13,7,44,39,22
LOC107984900,0,0,0,0,0,0
LOC107984901,0,0,0,0,0,0
LOC107984902,0,0,0,0,0,0
LOC107984903,0,0,0,0,0,0
LOC107984904,0,0,0,1,0,2
LOC107984905,0,0,0,0,0,0
LOC107984906,75,76,69,46,64,84
LOC107984909,4,5,0,4,0,9
LOC107984910,13,9,0,12,22,7
LOC107984911,0,0,0,0,0,0
LOC107984912,0,0,0,0,0,0
LOC107984913,36,27,20,11,14,10
LOC107984915,0,0,0,0,0,0
LOC107984917,4,5,0,0,0,0
LOC107984918,0,0,0,0,0,0
LOC107984919,0,0,0,0,0,0
LINC01772,21,23,16,33,23,20
LOC107984928,0,2,0,0,0,0
LOC107984929,0,0,0,0,0,0
LOC107984931,0,0,0,0,0,0
LOC107984932,0,0,0,0,0,0
LOC107984933,0,0,0,0,0,0
LOC107984934,0,0,0,0,2,0
LOC107984935,0,0,0,0,0,0
LOC107984936,5,4,0,0,1,8
LOC107984940,13,10,5,0,7,9
LOC107984941,0,0,0,0,0,0
LOC107984942,3,5,0,0,0,0
LOC107984943,0,0,0,0,0,0
LOC107984945,0,0,0,0,0,0
LOC107984946,7,2,1,1,0,0
MED8-AS1,7,0,7,10,7,8
LOC107984948,183,172,130,171,137,120
LOC107984950,79,54,58,61,53,49
LOC107984951,0,0,0,0,0,0
LOC107984952,0,11,0,5,6,12
LINC01738,0,0,0,0,0,0
LOC107984954,0,0,0,0,0,0
ELAVL4-AS1,0,0,0,0,0,0
LOC107984956,0,0,0,0,0,0
LINC02812,4,0,0,5,0,0
DHCR24-DT,114,114,77,97,94,84
LOC107984960,7,8,2,5,8,21
LOC107984961,0,0,0,0,0,0
LOC107984962,7,3,6,0,0,8
LOC107984963,0,2,0,0,0,0
LOC107984964,0,0,0,0,0,0
LOC107984965,0,0,0,0,0,0
LOC107984966,4,0,0,0,0,0
LOC107984967,0,0,0,0,0,0
LOC107984969,41,27,50,30,73,31
LOC107984970,0,0,0,0,0,0
LOC107984971,68,51,59,51,63,32
LOC107984972,71,57,63,64,80,57
LOC107984974,37,27,32,43,30,35
LOC107984976,0,0,0,0,0,0
LINC02096,0,0,0,0,0,0
LOC107984979,0,0,3,10,3,0
LOC107984980,0,0,0,0,2,0
LOC107984982,0,0,0,0,0,0
LOC107984983,0,0,0,0,0,0
LOC107984984,69,39,49,39,54,24
LOC107984986,0,0,4,0,0,0
LOC107984988,0,0,0,2,0,0
LOC107984989,7,12,3,8,7,10
LOC107984990,0,0,0,3,0,0
LOC107984991,0,0,0,0,0,0
LOC107984992,0,0,0,0,0,0
LOC107984993,11,7,29,11,25,19
LINC02094,5,0,0,0,3,0
LOC107984996,0,0,0,0,0,0
LOC107984997,0,0,0,0,0,0
LOC107984998,0,0,0,0,0,0
LOC107984999,4,10,16,3,4,2
LOC107985000,147,144,123,165,158,162
LOC107985001,0,0,0,0,0,0
LOC107985002,18,14,10,19,10,4
LOC107985004,0,0,0,0,0,0
LOC107985005,3,2,5,4,4,2
LOC107985006,0,0,0,4,0,0
LOC107985007,4,0,5,0,0,0
LOC107985009,0,0,0,0,0,0
LOC107985010,17,17,28,25,18,27
LOC107985011,0,0,0,0,0,0
LOC107985012,4,2,12,5,8,2
LOC107985013,0,0,0,0,0,0
LOC107985014,54,61,55,137,135,91
LOC107985015,0,0,0,0,0,0
LOC107985017,16,10,9,17,11,12
LOC107985018,0,0,0,0,0,0
LOC107985019,3,0,0,0,0,0
LOC107985020,0,0,0,0,0,0
LOC107985021,13,13,27,10,31,25
LOC107985022,0,2,0,0,0,0
LOC107985023,88,56,58,55,57,55
LOC107985026,0,0,0,0,0,0
LOC107985027,13,14,25,19,18,13
LOC107985028,0,0,0,0,0,0
LOC107985029,4,0,3,0,4,0
LOC107985031,38,44,69,52,59,64
LOC107985032,0,0,0,0,0,0
LOC107985033,0,0,0,0,0,0
LOC107985034,49,34,36,43,49,33
LOC107985035,0,0,0,0,0,0
LOC107985036,0,0,0,0,0,0
LOC107985037,66,56,45,30,45,37
LOC107985038,0,0,0,0,0,0
LOC107985039,0,0,0,0,0,0
LOC107985040,437,319,322,347,355,339
LOC107985041,0,0,0,0,0,0
LOC107985043,0,0,0,0,0,0
LOC107985044,3,1,0,0,0,4
LOC107985046,0,0,5,0,0,4
LOC107985047,3,5,5,3,4,4
LOC107985048,0,3,0,0,0,0
LOC107985049,0,1,0,0,0,0
LOC107985050,12,6,6,7,11,8
LOC107985051,1,0,0,0,3,2
LOC107985052,0,0,0,0,0,1
LOC107985053,4,2,5,7,4,5
LOC107985054,7,6,4,5,8,4
LOC107985055,0,0,0,0,0,0
LOC107985056,0,0,0,0,0,0
LOC107985057,7,16,10,10,18,14
LOC107985059,0,0,0,2,0,0
LOC107985061,0,0,0,0,0,0
LOC107985063,0,0,0,0,0,0
LOC107985064,14,13,7,13,10,6
LOC107985065,0,0,0,0,0,0
LOC107985067,0,0,0,0,0,0
LOC107985068,0,0,0,0,0,0
LOC107985071,0,0,0,0,0,0
LOC107985072,8,12,8,14,3,5
LOC107985073,0,0,0,0,0,0
LOC107985074,0,0,0,0,0,0
LOC107985075,0,0,0,0,22,28
LOC107985076,0,0,0,0,0,0
LOC107985077,0,0,0,5,0,0
LOC107985078,0,0,0,0,0,0
LOC107985079,0,0,0,0,0,0
LOC107985080,0,0,0,0,0,0
LOC107985081,0,0,0,0,0,0
LOC107985082,58,47,56,38,49,47
LOC107985085,3,0,0,0,0,0
LOC107985086,0,0,0,0,0,0
LOC107985087,0,0,0,0,0,0
LOC107985088,0,0,0,0,0,0
LOC107985089,0,5,0,0,0,0
LOC107985090,12,8,4,4,3,4
LOC107985091,0,0,0,0,0,0
ARHGAP29-AS1,102,74,93,25,48,52
LOC107985093,15,11,9,3,6,7
LOC107985094,0,0,0,0,0,0
LOC107985095,0,0,0,0,0,0
LOC107985096,0,0,0,0,0,0
LOC107985097,0,0,0,0,0,0
LOC107985098,0,0,0,0,0,0
DNAJB6P6,0,0,0,0,0,0
LOC107985100,0,0,0,0,0,0
LOC107985101,0,0,0,0,0,0
MPHOSPH6P1,0,0,0,0,0,0
LOC107985104,0,0,0,0,0,0
LOC107985106,0,0,0,0,0,0
LOC107985107,0,0,0,0,0,0
LOC107985110,0,1,0,1,1,0
LOC107985113,0,0,0,0,0,0
LOC107985114,0,0,0,0,0,0
LOC107985115,155,349,359,391,154,403
LOC107985116,0,0,0,0,0,0
LOC107985118,0,0,0,0,0,0
LOC107985119,0,0,0,0,0,0
LOC107985120,0,0,0,2,2,0
LOC107985122,107,148,118,110,120,89
LINC02785,0,0,3,0,0,0
LOC107985125,0,0,0,0,0,0
LOC107985126,0,0,0,0,0,0
LINC01916,0,0,0,0,0,0
LOC107985129,0,0,0,0,0,0
LOC107985130,0,0,0,0,0,0
LOC107985131,0,3,0,0,0,0
LOC107985132,0,0,0,0,0,0
LOC107985134,2,0,0,2,0,3
LOC107985135,0,0,0,0,0,0
LOC107985136,0,0,0,0,0,0
LOC107985137,15,2,7,6,0,1
LOC107985138,0,0,0,0,0,0
LOC107985139,92,64,64,49,47,40
WDR7-OT1,22,15,20,12,30,21
LOC107985141,0,0,0,0,0,0
LOC107985142,0,0,0,0,0,0
LOC107985143,0,0,0,0,0,0
LOC107985144,3,2,0,0,0,0
LOC107985145,0,0,0,0,0,0
LOC107985147,9,9,3,12,18,21
LOC107985149,4,5,5,1,8,0
LOC107985151,0,0,0,0,0,0
LOC107985152,11,5,4,6,11,14
LOC107985153,0,4,0,6,0,0
LOC107985154,0,0,0,4,0,0
LOC107985155,0,0,0,0,0,0
LOC107985156,0,0,0,0,0,0
LOC107985157,0,0,0,0,0,0
LOC107985158,0,0,0,0,0,0
LOC107985159,0,0,0,0,0,0
LOC107985160,2,2,1,0,4,0
LOC107985161,0,0,0,0,0,0
LOC107985162,0,0,0,0,0,0
LOC107985163,0,0,0,0,0,0
LOC107985164,0,0,0,0,0,0
LOC107985165,0,0,0,0,0,0
LOC107985166,0,0,0,0,0,0
LINC01768,0,0,0,0,0,0
LOC107985168,0,0,0,0,0,0
LOC107985171,0,0,0,0,0,0
LOC107985172,0,0,0,0,0,0
LOC107985173,0,0,0,0,0,0
LOC107985174,0,0,0,0,3,0
LOC107985176,0,0,0,0,0,0
LOC107985177,0,0,4,0,0,0
LOC107985178,0,0,0,0,0,0
LOC107985179,4,0,0,1,0,3
LOC107985180,0,0,0,0,0,0
LOC107985181,0,0,0,0,0,0
LOC107985182,0,0,0,0,0,0
LOC107985183,0,0,0,0,0,0
LOC107985184,0,2,3,4,0,0
LOC107985186,0,0,0,0,0,0
LOC107985188,48,34,24,33,20,36
LOC107985189,0,0,0,0,0,0
LINC01779,0,0,0,0,0,0
LOC107985191,0,0,0,0,0,0
LOC107985192,0,0,0,0,0,0
LOC107985193,5,4,6,9,10,7
LINC02798,0,0,0,0,0,0
LINC01691,0,0,0,0,0,0
LOC107985200,32,28,22,21,28,21
LOC107985201,10,9,14,7,14,10
LOC107985203,0,0,0,7,7,0
LOC107985204,0,0,0,0,0,0
LOC107985206,0,0,0,0,0,0
LOC107985207,0,0,0,4,16,4
LOC107985208,0,8,0,4,6,7
LOC107985209,71,50,81,79,72,80
ARHGEF2-AS1,0,0,0,0,0,0
LOC107985211,0,0,0,0,0,2
LOC107985212,0,0,0,0,0,0
LOC107985213,0,0,0,0,0,0
LOC107985215,0,0,0,0,0,0
LOC107985216,567,535,590,423,519,443
LOC107985217,0,0,0,0,0,0
LOC107985219,0,0,0,0,0,0
LOC107985220,0,0,0,0,0,0
LOC107985221,0,0,0,0,0,0
LOC107985222,0,0,0,0,0,0
LOC107985223,3,0,2,0,0,0
LOC107985224,14,18,15,15,22,14
LOC107985225,0,9,0,5,13,16
LOC107985227,0,0,0,0,0,0
LINC02803,16,23,25,26,33,17
LINC02818,21,7,7,20,15,17
LOC107985230,22,25,12,21,35,30
LOC107985231,6,16,19,5,12,8
LOC107985232,0,0,0,0,0,0
LOC107985233,0,0,0,0,0,0
LOC107985235,0,0,0,0,0,0
LOC107985236,0,0,2,0,0,0
LOC107985238,0,0,0,0,0,0
LOC107985239,0,0,0,0,0,0
LOC107985241,0,0,0,0,0,0
LOC107985242,0,0,0,0,0,0
LOC107985243,0,0,0,0,0,0
LOC107985244,0,0,0,0,0,0
LOC107985245,0,0,0,0,0,0
LOC107985246,748,684,664,668,665,539
BMNCR,0,0,0,0,0,0
LOC107985250,23,40,37,35,38,40
LOC107985251,0,0,0,0,0,0
LOC107985253,0,0,0,0,0,0
LINC01735,0,0,0,0,0,0
LOC107985255,0,0,0,0,0,0
LOC107985256,2,0,0,0,0,3
LINC02602,0,0,0,0,0,0
LOC107985258,0,0,0,0,3,4
LOC107985259,0,0,0,0,0,0
LOC107985260,0,0,0,0,0,0
LOC107985261,0,0,0,0,0,0
LOC107985262,1,1,4,0,0,2
LOC107985263,2,2,4,0,4,6
LOC107985264,0,0,0,0,0,0
LOC107985265,12,11,7,13,10,9
LOC107985268,11,12,19,11,6,7
LOC107985269,0,0,0,0,0,0
LOC107985270,0,0,0,0,0,0
LOC107985271,0,0,0,0,0,0
LOC107985272,4,0,3,1,0,0
LOC107985273,7,0,8,2,3,0
RPS27AP19,0,0,0,0,0,0
LOC107985276,265,257,181,288,386,258
LOC107985278,0,0,0,0,0,0
LOC107985279,0,0,0,0,0,0
LINC01834,0,0,0,0,0,0
LOC107985281,0,0,0,0,0,0
LOC107985282,0,0,0,0,0,0
LOC107985284,9,5,0,0,0,4
LOC107985285,0,0,0,0,0,0
LOC107985286,0,0,0,0,0,0
LOC107985287,0,0,0,0,0,0
LOC107985288,0,0,0,0,0,0
LOC107985289,32,12,29,17,37,31
LOC107985290,0,0,0,0,0,0
LOC107985291,0,0,0,0,0,0
LOC107985293,0,0,0,0,0,0
LOC107985295,42,37,25,31,41,45
LOC107985296,0,0,0,0,0,0
LOC107985297,30,51,44,33,31,39
LOC107985299,0,0,0,0,0,0
LOC107985300,0,0,0,0,0,0
LOC107985301,0,0,0,0,0,0
LOC107985302,0,14,7,7,0,0
LOC107985303,62,62,76,79,84,106
LOC107985304,12,12,0,7,12,0
LOC107985305,39,18,15,17,12,18
LOC107985306,0,0,1,5,4,7
LINC01705,0,0,0,0,0,0
LOC107985308,0,0,0,0,0,0
LOC107985309,0,0,0,0,0,0
LOC107985311,0,0,0,0,0,0
LINC01791,0,0,0,0,0,0
LOC107985314,5,4,0,0,2,10
LOC107985315,0,0,0,0,2,0
LOC107985317,2,0,0,0,0,0
LOC107985318,0,0,0,3,4,0
LOC107985320,3,0,2,4,0,4
LOC107985321,0,4,0,2,0,3
LOC107985322,12,3,5,4,2,0
LOC107985323,13,10,0,8,12,13
LOC107985324,0,0,0,0,0,0
LOC107985325,2,0,0,0,0,5
LOC107985326,0,0,0,0,0,0
LOC107985327,0,0,0,0,0,0
LOC107985329,0,0,0,0,0,0
LOC107985334,183,164,159,70,62,58
LOC107985335,0,0,0,0,0,0
LOC107985336,0,0,0,0,0,0
LOC107985337,0,0,0,0,0,0
LINC02813,0,0,0,0,0,0
LOC107985340,9,4,7,4,11,12
LOC107985341,0,0,0,0,0,0
LOC107985342,0,0,0,0,0,0
LINC01836,9,7,5,3,0,6
LOC107985345,0,0,0,0,0,0
LOC107985346,0,0,0,0,0,0
LOC107985347,0,0,0,0,0,0
LOC107985349,5,0,0,0,0,0
LOC107985352,0,0,3,0,0,0
ACBD3-AS1,0,0,0,0,0,0
LOC107985354,16,22,17,10,14,9
LOC107985355,25,26,26,19,31,26
LOC107985357,0,0,0,0,0,0
LOC107985358,0,0,0,0,0,0
LOC107985359,0,2,0,3,0,0
LOC107985360,158,119,112,74,92,57
LOC107985361,0,0,0,0,0,5
LOC107985362,0,0,0,0,0,0
LOC107985363,0,0,4,0,0,0
LOC107985364,0,2,0,0,0,0
LOC107985365,0,0,0,0,0,0
LOC107985366,0,0,0,0,0,0
LOC107985367,71,53,65,132,89,93
LOC107985368,0,0,0,0,0,0
LOC107985369,0,0,0,0,0,0
LOC107985371,3,0,0,0,0,0
LOC107985372,0,2,0,0,0,0
LOC107985373,73,66,71,47,46,23
LOC107985375,0,0,0,0,0,0
LOC107985376,0,0,0,0,0,0
LOC107985377,0,0,0,0,0,0
LOC107985379,0,0,3,0,3,6
LOC107985380,0,0,0,0,0,0
LOC107985381,0,0,0,0,0,0
LOC107985382,5,0,0,0,3,5
LOC107985383,0,0,0,0,0,0
LOC107985385,0,0,0,0,0,0
LOC107985386,0,0,0,0,0,0
LOC107985387,0,0,0,0,0,0
LOC107985388,42,47,66,53,64,53
LOC107985389,0,0,0,0,0,0
LOC107985391,0,0,0,0,0,0
LOC107985392,0,0,0,0,0,0
LOC107985393,71,70,37,54,60,55
LOC107985394,0,0,0,0,0,4
PANK2-AS1,57,55,51,56,61,43
LOC107985396,0,0,0,0,0,0
LOC107985397,4,6,0,0,3,5
LOC107985398,0,0,0,0,0,0
LOC107985399,36,26,30,34,29,22
LOC107985400,52,54,74,50,60,43
LOC107985401,0,0,0,0,0,0
LOC107985402,10,0,0,3,2,5
LOC107985403,21,11,19,22,20,20
LOC107985404,42,34,32,17,10,7
LOC107985405,0,0,0,0,4,0
LOC107985406,0,0,0,0,0,0
LOC107985407,0,0,6,0,0,0
LOC107985408,0,0,0,0,0,0
LOC107985409,0,0,0,0,0,0
LOC107985410,0,0,0,0,0,0
LOC107985411,0,0,0,0,0,0
LOC107985412,0,0,0,0,0,0
LOC107985413,0,0,0,0,0,0
LOC107985414,24,27,26,32,19,16
LOC107985416,8,23,18,16,15,19
LOC107985417,0,0,0,0,0,0
LOC107985418,0,0,0,0,0,0
LOC107985420,0,0,0,0,0,0
LOC107985421,0,0,0,4,0,2
LOC107985423,42,27,23,67,69,63
LOC107985427,0,0,0,0,0,0
LOC107985429,0,0,0,0,0,0
LOC107985430,0,0,0,0,0,0
LOC107985432,0,0,0,0,0,0
LOC107985433,0,0,0,0,0,2
LOC107985434,0,0,0,0,0,0
LOC107985435,3,0,0,0,0,0
LOC107985436,0,0,0,0,0,0
LOC107985437,0,0,0,0,0,0
LOC107985438,0,0,0,0,0,0
LOC107985439,0,0,0,0,0,0
LOC107985440,0,0,0,0,0,0
LOC107985441,0,0,0,0,0,0
LOC107985442,0,0,0,0,0,0
LOC107985443,0,0,0,0,0,0
LOC107985446,0,0,0,0,0,0
LOC107985447,0,0,0,0,0,0
LOC107985448,0,0,0,4,0,0
LOC107985449,0,0,0,0,0,0
LOC107985451,0,0,0,0,0,0
LOC107985452,0,0,0,0,0,0
LOC107985453,0,0,0,0,0,0
LOC107985454,0,0,0,0,0,0
LOC107985455,0,0,0,0,0,0
LINC01701,0,0,0,0,0,0
LINC02770,0,0,0,0,0,0
LOC107985458,0,0,0,0,0,0
LOC107985459,0,0,0,0,0,0
LOC107985460,0,0,0,0,0,0
LOC107985461,0,0,0,0,0,0
LOC107985462,0,0,0,0,0,0
LINC01641,0,0,0,0,0,0
LOC107985464,0,0,0,0,0,0
LOC107985465,0,0,0,0,0,0
LOC107985466,0,0,0,0,0,0
LOC107985467,0,0,0,0,0,0
LOC107985468,0,0,0,0,0,0
LOC107985469,0,0,0,0,0,0
LOC107985470,0,0,0,0,0,0
PEF1-AS1,0,5,2,0,0,0
LOC107985472,0,0,0,0,0,0
LOC107985474,0,4,2,0,2,0
LOC107985475,0,0,0,0,0,0
LOC107985478,0,0,0,0,0,0
LOC107985479,0,0,0,0,0,0
LOC107985480,21,16,14,17,22,13
LOC107985481,20,7,9,11,22,16
LOC107985482,0,0,0,0,0,0
LOC107985483,0,0,0,0,0,0
LOC107985484,5,12,0,0,0,0
LOC107985485,0,0,0,0,0,0
LOC107985486,8,8,6,11,13,7
LOC107985487,0,0,0,0,0,0
LOC107985488,0,3,0,0,0,2
LOC107985490,0,0,0,0,0,0
LOC107985492,89,58,114,67,85,99
LOC107985494,0,0,0,0,0,0
LOC107985495,0,0,0,0,0,0
LOC107985497,34,30,30,25,34,31
LOC107985499,0,0,0,0,0,0
LOC107985500,0,0,0,0,0,0
LOC107985501,0,0,0,0,0,0
LOC107985502,0,5,0,2,2,0
LOC107985504,0,0,0,0,0,0
LOC107985505,0,0,0,0,0,0
LOC107985506,0,0,0,0,0,0
LOC107985507,0,0,0,0,0,0
LOC107985508,0,0,0,0,0,0
LOC107985509,0,0,0,0,0,0
LOC107985511,0,0,0,0,0,0
LOC107985512,0,0,0,0,0,0
LOC107985513,0,0,0,0,0,0
LOC107985515,0,0,0,0,0,0
LOC107985516,0,0,0,0,0,0
LOC107985517,0,0,0,0,0,0
LOC107985518,0,5,2,0,0,9
LINC01773,0,0,0,5,0,0
LOC107985521,4,2,3,3,5,4
LOC107985522,6,4,4,3,5,3
LOC107985523,10,7,8,5,9,8
LOC107985524,10,9,8,9,0,9
LOC107985528,7,8,8,14,9,11
LOC107985529,0,0,0,2,0,3
LOC107985530,0,0,0,0,0,0
LOC107985532,113,121,97,122,148,144
LOC107985533,0,0,0,2,0,3
LOC107985534,0,0,0,0,0,0
LOC107985535,0,0,0,0,0,0
LOC107985536,0,0,0,0,0,0
LOC107985537,0,0,0,0,0,0
SGSM3-AS1,0,0,0,0,0,0
LOC107985541,96,67,76,64,68,61
LOC107985542,0,0,0,0,0,0
LOC107985543,0,0,0,0,0,0
LOC107985544,23,15,12,51,39,28
LOC107985545,0,0,0,0,0,0
LOC107985549,8,6,8,13,22,11
LOC107985550,0,0,0,0,0,0
LOC107985551,4,2,2,4,3,5
LOC107985553,9,13,8,5,6,4
LOC107985554,0,0,0,0,0,0
LOC107985555,0,0,0,0,0,0
LOC107985556,9,0,13,0,0,17
LOC107985557,4,0,2,5,2,5
LOC107985558,174,130,118,202,214,148
LOC107985561,0,0,0,0,0,0
LOC107985562,0,0,2,0,0,0
LOC107985563,0,0,0,0,0,0
LOC107985564,0,13,12,14,8,13
LOC107985565,16,6,6,8,7,5
LOC107985566,0,0,0,0,0,0
LOC107985567,188,164,150,173,192,171
LOC107985568,6,2,2,2,5,0
LOC107985570,0,0,0,0,0,0
LOC107985571,0,0,0,0,0,0
LOC107985573,0,0,0,0,0,0
LOC107985576,0,0,0,0,0,0
LOC107985577,0,5,3,0,0,0
NCF4-AS1,0,0,0,0,0,0
LOC107985579,0,0,0,0,0,0
LOC107985580,0,0,2,0,0,0
LOC107985581,0,0,0,0,0,0
LOC107985582,0,0,0,0,0,0
LOC107985584,0,0,0,1,0,0
LOC107985588,5,4,16,5,8,8
LOC107985590,0,0,0,0,0,0
LOC107985591,0,0,1,0,0,0
LOC107985593,0,0,0,0,0,0
LOC107985594,0,0,0,0,0,0
LOC107985595,13,2,9,2,8,10
LOC107985596,0,0,0,0,0,0
LOC107985599,22,7,30,25,31,32
TRNAV-CAC,0,0,0,0,0,0
TRNAV-CAC,0,0,0,0,0,0
LOC107985627,0,0,0,0,0,0
S100A11P5,0,0,0,0,0,0
LOC107985629,0,0,0,0,0,0
LOC107985630,0,0,0,0,0,0
SMIM15P1,0,0,0,0,0,0
LOC107985632,0,0,0,0,0,0
LOC107985634,0,0,0,0,0,0
LOC107985635,0,0,0,0,0,0
LOC107985637,0,0,0,0,0,0
LOC107985638,0,0,0,0,0,0
S100A11P7,0,0,0,0,0,0
LOC107985640,0,0,0,0,0,0
LOC107985641,0,0,0,0,0,0
LOC107985642,0,0,0,0,0,0
LOC107985643,0,0,0,0,0,0
LOC107985644,0,0,0,0,0,0
LOC107985645,0,0,0,0,0,0
LOC107985646,0,0,0,0,0,0
LOC107985647,0,0,0,0,0,0
LOC107985648,0,0,0,0,0,0
LOC107985650,0,0,0,0,0,0
LOC107985651,0,0,0,0,0,0
LOC107985652,0,0,0,0,0,0
LOC107985653,0,0,0,0,0,0
S100A11P9,0,0,0,0,0,0
LOC107985656,0,5,0,2,2,5
LOC107985657,0,0,0,0,1,0
LOC107985658,0,0,0,0,0,0
LOC107985659,0,0,0,0,0,0
S100A11P8,0,0,0,0,0,0
LOC107985661,0,0,0,0,0,0
LOC107985662,0,0,0,0,0,0
LOC107985664,0,0,0,0,0,0
LOC107985665,3,7,14,13,2,15
LOC107985666,0,0,0,0,0,0
LOC107985667,17,10,6,0,0,12
LOC107985669,0,0,0,9,0,0
LOC107985670,0,0,0,0,0,0
LOC107985674,0,0,0,0,0,0
LOC107985675,291,187,202,187,209,151
LOC107985676,3,2,0,2,4,2
LOC107985677,20,16,21,9,8,6
LOC107985678,89,48,59,51,72,41
LOC107985679,0,0,0,0,0,0
LOC107985680,0,0,0,0,0,0
LOC107985681,0,0,0,0,0,0
LOC107985682,0,0,0,0,0,0
LOC107985683,0,0,0,0,0,2
LOC107985684,0,0,0,0,0,0
LOC107985686,23,40,22,59,49,54
LOC107985687,29,35,33,44,40,53
LOC107985688,0,0,0,0,0,0
LOC107985691,0,0,0,0,0,0
LOC107985692,0,0,3,4,0,0
LOC107985693,24,26,42,31,22,28
LOC107985694,8,8,5,20,12,15
LOC107985695,10,6,14,10,11,6
LOC107985697,0,0,0,0,0,0
LOC107985698,0,0,0,0,0,0
LOC107985699,0,0,0,0,0,0
LOC107985700,0,0,0,0,0,0
LOC107985701,0,0,0,0,0,0
LOC107985703,0,0,0,0,0,0
LOC107985704,0,0,0,0,0,0
LOC107985705,0,0,0,0,0,0
LOC107985706,0,0,0,0,0,0
LOC107985707,0,0,0,0,0,0
LOC107985708,0,4,0,0,0,2
LOC107985709,0,0,0,0,0,0
LOC107985710,0,0,0,0,0,0
LINC01283,0,0,0,0,0,0
LOC107985712,3,7,6,7,9,2
LOC107985713,0,0,0,0,0,0
LOC107985714,0,0,0,0,0,0
LOC107985715,0,0,0,0,0,0
LOC107985716,0,0,0,0,0,0
LOC107985717,0,0,0,0,0,0
S100A11P6,0,0,0,0,0,0
LOC107985719,0,0,6,3,6,0
LOC107985720,65,66,73,50,72,59
LOC107985721,23,22,19,23,31,21
LOC107985725,0,0,0,0,4,2
LOC107985726,0,0,0,0,5,0
LOC107985727,0,4,4,2,1,4
LOC107985728,14,17,13,17,11,28
LOC107985729,0,0,0,0,0,0
MIR1302-2HG,13,9,8,8,9,13
LOC107985732,0,0,0,1,0,2
LOC107985733,10,11,4,8,9,7
LOC107985736,151,112,138,120,124,121
MYOM3-AS1,0,0,0,0,0,0
LINC02811,0,0,0,0,0,0
LOC107985743,0,0,0,0,0,2
LOC107985744,0,0,0,0,0,0
LOC107985745,0,0,0,0,0,0
LOC107985746,0,0,0,0,2,0
LOC107985747,0,0,0,0,0,0
TRG-CCC6-1,0,0,0,0,0,0
TRV-CAC5-1,0,0,0,0,0,0
TRN-GTT27-1,0,0,0,0,0,0
TRN-GTT9-1,0,0,0,0,0,0
TRN-GTT25-1,0,0,0,0,0,0
